SKU,Supplier_Name,Lead_Time_Days,Monsoon_Lead_Time_Days,Contact_Person,Phone_Number
GOA-GRAIN-4302,South-Goa Agro Traders,4,7,Sunil Sawant,+91 81681 67670
GOA-SNACK-4303,Mandovi Foods,2,4,Ricardo Pinto,+91 91444 86561
GOA-CASHEW-4304,North-Goa Distributors,4,7,Vikram Gomes,+91 90331 55082
GOA-MANGO-4305,Zuari Logistics,4,8,Ricardo Kulkarni,+91 71005 38015
GOA-OIL-4306,South-Goa Foods,2,4,Rahul Naik,+91 70857 57328
GOA-FENI-4307,South-Goa Distributors,4,9,Rahul Naik,+91 95088 10263
GOA-KOKUM-4308,North-Goa Foods,2,6,Amit Gomes,+91 92168 76479
GOA-SPICE-4309,North-Goa Logistics,4,9,Sunil Naik,+91 92519 80482
GOA-GRAIN-4310,North-Goa Industries,4,9,Amit Gomes,+91 98784 27689
GOA-SPICE-4311,Mandovi Distributors,2,7,Sunil Kulkarni,+91 77824 97826
GOA-SNACK-4312,Sahyadri Industries,3,6,Amit Prabhu,+91 99624 89004
GOA-SPICE-4313,Coastal Distributors,3,8,Sanjay Naik,+91 86909 54795
GOA-SNACK-4314,North-Goa Industries,3,5,Amit Kulkarni,+91 93640 54426
GOA-FENI-4315,Mandovi Distributors,4,8,Sanjay Sawant,+91 77695 65681
GOA-MANGO-4316,North-Goa Foods,4,6,Rahul D'Souza,+91 89305 31866
GOA-DAIRY-4317,South-Goa Industries,3,5,Deepa Pinto,+91 97856 61649
GOA-OIL-4318,Zuari Distributors,3,6,Maria Gomes,+91 86481 18251
GOA-DAIRY-4319,Coastal Industries,2,5,Sanjay Prabhu,+91 87651 54896
GOA-FENI-4320,Mandovi Industries,4,6,Sunil Kulkarni,+91 97605 93669
GOA-SPICE-4321,North-Goa Foods,3,6,Rahul Prabhu,+91 75401 49132
GOA-KOKUM-4322,South-Goa Foods,3,6,Sunil Sawant,+91 91961 45627
GOA-OIL-4323,Sahyadri Distributors,2,7,Sunil D'Souza,+91 70128 65153
GOA-CASHEW-4324,South-Goa Industries,3,7,Maria Prabhu,+91 92824 59104
GOA-SNACK-4325,North-Goa Logistics,4,7,Deepa Kulkarni,+91 87654 59007
GOA-DAIRY-4326,South-Goa Agro Traders,3,7,Deepa Fernandes,+91 89365 42864
GOA-BEV-4327,South-Goa Foods,2,5,Amit Sawant,+91 72424 21159
GOA-SPICE-4328,South-Goa Industries,3,8,Maria Naik,+91 72566 83592
GOA-MANGO-4329,North-Goa Agro Traders,3,8,Priya Naik,+91 76708 68475
GOA-BEV-4330,North-Goa Distributors,2,7,Deepa Kulkarni,+91 77528 72981
GOA-CASHEW-4331,Zuari Distributors,4,9,Amit Naik,+91 75078 73429
GOA-SNACK-4332,Coastal Agro Traders,2,7,Deepa Prabhu,+91 93719 81229
GOA-SNACK-4333,South-Goa Distributors,2,4,Priya Gomes,+91 97910 64529
GOA-FENI-4334,Mandovi Distributors,3,5,Amit Sawant,+91 79388 76490
GOA-FENI-4335,Coastal Logistics,2,4,Sunil Prabhu,+91 95376 29130
GOA-SNACK-4336,North-Goa Agro Traders,3,6,Vikram Naik,+91 88392 52577
GOA-BEV-4337,Coastal Logistics,4,8,Anjali Prabhu,+91 93446 81527
GOA-SNACK-4338,North-Goa Agro Traders,3,5,Sunil Sawant,+91 98015 16734
GOA-GRAIN-4339,Sahyadri Distributors,4,6,Anjali Pinto,+91 83322 56093
GOA-GRAIN-4340,North-Goa Foods,3,7,Vikram Kulkarni,+91 86931 41259
GOA-GRAIN-4341,Coastal Distributors,3,6,Rahul Gomes,+91 84806 90927
GOA-DAIRY-4342,Sahyadri Logistics,2,4,Anjali Naik,+91 71209 14430
GOA-SPICE-4343,North-Goa Foods,2,6,Rahul Sawant,+91 82831 73052
GOA-OIL-4344,Mandovi Foods,3,6,Priya Naik,+91 76619 72705
GOA-CASHEW-4345,Mandovi Foods,3,8,Anjali Gomes,+91 79175 38025
GOA-DAIRY-4346,South-Goa Logistics,3,6,Sunil Prabhu,+91 78414 73279
GOA-DAIRY-4347,South-Goa Agro Traders,4,9,Maria Prabhu,+91 82660 79905
GOA-CASHEW-4348,Sahyadri Distributors,4,8,Amit Naik,+91 70246 91006
GOA-KOKUM-4349,Zuari Logistics,4,7,Maria Gomes,+91 84476 75466
GOA-MANGO-4350,South-Goa Logistics,4,9,Maria D'Souza,+91 79865 88168
GOA-KOKUM-4351,Zuari Distributors,3,5,Ricardo Prabhu,+91 86729 64348
GOA-DAIRY-4352,South-Goa Industries,2,4,Amit Prabhu,+91 81062 22187
GOA-GRAIN-4353,Coastal Agro Traders,4,8,Rahul Fernandes,+91 86235 99303
GOA-GRAIN-4354,South-Goa Industries,4,9,Sanjay Fernandes,+91 74051 98553
GOA-SNACK-4355,South-Goa Distributors,2,5,Maria Gomes,+91 79721 23680
GOA-SNACK-4356,Coastal Distributors,2,5,Ricardo Naik,+91 76520 85326
GOA-FENI-4357,South-Goa Foods,4,7,Priya Prabhu,+91 91293 73782
GOA-KOKUM-4358,North-Goa Logistics,4,9,Sanjay Fernandes,+91 71636 36098
GOA-BEV-4359,Sahyadri Logistics,2,4,Sanjay Gomes,+91 89461 63433
GOA-CASHEW-4360,South-Goa Agro Traders,2,6,Ricardo Sawant,+91 82929 95939
GOA-SNACK-4361,Sahyadri Agro Traders,4,8,Ricardo Kulkarni,+91 75046 76603
GOA-OIL-4362,Coastal Logistics,4,9,Ricardo Sawant,+91 83071 33428
GOA-SPICE-4363,Sahyadri Foods,4,7,Ricardo Gomes,+91 78192 28590
GOA-BEV-4364,Coastal Agro Traders,3,6,Anjali D'Souza,+91 89480 24855
GOA-SNACK-4365,Zuari Logistics,3,5,Sunil Sawant,+91 75919 88199
GOA-GRAIN-4366,Sahyadri Agro Traders,3,8,Sanjay Pinto,+91 73231 67330
GOA-KOKUM-4367,Mandovi Agro Traders,3,8,Rahul Pinto,+91 74467 47488
GOA-SNACK-4368,North-Goa Agro Traders,3,6,Sunil Prabhu,+91 72681 47379
GOA-OIL-4369,Sahyadri Distributors,2,4,Priya Fernandes,+91 73783 90008
GOA-MANGO-4370,Coastal Industries,3,5,Deepa Naik,+91 73206 96562
GOA-MANGO-4371,Coastal Foods,4,8,Deepa Sawant,+91 80448 69091
GOA-OIL-4372,South-Goa Logistics,2,5,Ricardo D'Souza,+91 94994 69735
GOA-OIL-4373,Sahyadri Foods,2,7,Deepa Fernandes,+91 89124 55704
GOA-BEV-4374,North-Goa Distributors,4,9,Sanjay D'Souza,+91 89403 78114
GOA-KOKUM-4375,North-Goa Foods,3,7,Sunil D'Souza,+91 78241 32042
GOA-DAIRY-4376,Zuari Distributors,2,5,Sanjay Gomes,+91 99281 39412
GOA-DAIRY-4377,Coastal Industries,2,6,Sanjay Gomes,+91 87278 31545
GOA-OIL-4378,Zuari Foods,4,6,Vikram Kulkarni,+91 97216 86444
GOA-BEV-4379,North-Goa Industries,2,6,Deepa D'Souza,+91 85437 16333
GOA-KOKUM-4380,North-Goa Logistics,2,6,Rahul Pinto,+91 86829 52480
GOA-CASHEW-4381,Coastal Foods,3,6,Deepa Naik,+91 92016 11631
GOA-GRAIN-4382,South-Goa Logistics,2,7,Vikram D'Souza,+91 87318 71823
GOA-CASHEW-4383,Mandovi Distributors,2,4,Ricardo Gomes,+91 77165 44089
GOA-DAIRY-4384,North-Goa Logistics,4,6,Maria Prabhu,+91 70095 73454
GOA-SNACK-4385,North-Goa Industries,3,8,Rahul Fernandes,+91 99715 19951
GOA-DAIRY-4386,South-Goa Logistics,4,7,Deepa Prabhu,+91 76843 70212
GOA-OIL-4387,Zuari Foods,4,6,Sanjay Sawant,+91 76972 48591
GOA-SPICE-4388,Zuari Foods,4,9,Amit Naik,+91 73838 75994
GOA-DAIRY-4389,Sahyadri Logistics,3,6,Sunil D'Souza,+91 95356 65059
GOA-SNACK-4390,South-Goa Distributors,3,6,Priya Pinto,+91 97910 46491
GOA-SNACK-4391,Sahyadri Foods,3,6,Anjali Prabhu,+91 72739 41988
GOA-OIL-4392,Sahyadri Industries,3,5,Amit Fernandes,+91 75707 66246
GOA-GRAIN-4393,Sahyadri Foods,2,7,Deepa Kulkarni,+91 95174 79481
GOA-FENI-4394,Sahyadri Foods,2,6,Sunil Pinto,+91 95711 13582
GOA-DAIRY-4395,Sahyadri Foods,4,9,Ricardo Fernandes,+91 81367 30323
GOA-KOKUM-4396,Coastal Logistics,2,4,Sunil Fernandes,+91 75674 40335
GOA-SNACK-4397,Coastal Distributors,2,5,Deepa Fernandes,+91 81189 19209
GOA-KOKUM-4398,Sahyadri Industries,2,7,Sanjay Sawant,+91 95690 64924
GOA-DAIRY-4399,Sahyadri Distributors,4,8,Priya Prabhu,+91 83729 63620
GOA-DAIRY-4400,Coastal Distributors,2,6,Amit Sawant,+91 87058 23295
GOA-BEV-4401,Coastal Foods,3,7,Sunil D'Souza,+91 74054 97313
GOA-SNACK-4402,Coastal Distributors,4,9,Sanjay Naik,+91 91219 57731
GOA-BEV-4403,Sahyadri Industries,4,6,Ricardo Naik,+91 82541 23551
GOA-OIL-4404,Mandovi Foods,3,5,Vikram Naik,+91 92429 26608
GOA-GRAIN-4405,Coastal Industries,4,7,Amit Prabhu,+91 79052 15468
GOA-FENI-4406,Sahyadri Industries,2,6,Deepa Kulkarni,+91 80234 82013
GOA-FENI-4407,South-Goa Distributors,2,7,Deepa Gomes,+91 82082 88352
GOA-SPICE-4408,Mandovi Logistics,2,5,Maria Kulkarni,+91 89426 92818
GOA-GRAIN-4409,Zuari Agro Traders,3,6,Vikram Kulkarni,+91 99426 68701
GOA-CASHEW-4410,Zuari Agro Traders,2,7,Ricardo Pinto,+91 91956 56124
GOA-FENI-4411,South-Goa Industries,3,6,Rahul Naik,+91 90620 55002
GOA-GRAIN-4412,North-Goa Industries,2,4,Rahul Pinto,+91 86043 72541
GOA-OIL-4413,Mandovi Agro Traders,4,7,Sanjay Naik,+91 94502 47096
GOA-CASHEW-4414,Zuari Logistics,2,7,Deepa Gomes,+91 79629 46537
GOA-BEV-4415,North-Goa Agro Traders,4,7,Priya Naik,+91 81394 27620
GOA-SPICE-4416,South-Goa Agro Traders,2,5,Amit Sawant,+91 75349 80032
GOA-MANGO-4417,Mandovi Industries,4,9,Sanjay Naik,+91 95326 34449
GOA-FENI-4418,Zuari Industries,2,4,Priya Fernandes,+91 94589 18143
GOA-BEV-4419,Sahyadri Distributors,3,5,Ricardo Prabhu,+91 85183 50364
GOA-GRAIN-4420,South-Goa Industries,2,6,Maria Fernandes,+91 90198 61810
GOA-DAIRY-4421,South-Goa Logistics,2,7,Priya Sawant,+91 98077 93483
GOA-DAIRY-4422,North-Goa Foods,4,9,Priya Gomes,+91 77279 88829
GOA-DAIRY-4423,Sahyadri Agro Traders,4,8,Maria Naik,+91 86927 19071
GOA-SPICE-4424,Coastal Industries,2,7,Maria Naik,+91 94785 60780
GOA-FENI-4425,Zuari Logistics,2,5,Ricardo Kulkarni,+91 84062 90161
GOA-GRAIN-4426,Mandovi Distributors,3,5,Anjali Naik,+91 88241 11152
GOA-BEV-4427,Mandovi Logistics,2,7,Maria Sawant,+91 79902 56332
GOA-BEV-4428,North-Goa Foods,3,7,Ricardo Sawant,+91 73652 68529
GOA-CASHEW-4429,Sahyadri Agro Traders,2,4,Vikram Gomes,+91 76312 68838
GOA-GRAIN-4430,South-Goa Distributors,4,9,Ricardo Kulkarni,+91 71343 25479
GOA-SPICE-4431,Mandovi Logistics,2,4,Maria Gomes,+91 70950 58522
GOA-CASHEW-4432,Zuari Agro Traders,3,5,Amit Naik,+91 97050 77509
GOA-KOKUM-4433,Sahyadri Foods,4,7,Rahul Pinto,+91 88583 42556
GOA-CASHEW-4434,Coastal Logistics,3,5,Anjali Sawant,+91 90484 99035
GOA-OIL-4435,Sahyadri Industries,4,9,Maria Fernandes,+91 86016 87541
GOA-OIL-4436,Mandovi Foods,2,6,Anjali D'Souza,+91 79353 28527
GOA-DAIRY-4437,Sahyadri Foods,4,9,Deepa Kulkarni,+91 94735 90585
GOA-MANGO-4438,Zuari Logistics,2,5,Priya Naik,+91 80957 82220
GOA-GRAIN-4439,Coastal Distributors,3,6,Ricardo Pinto,+91 87700 45229
GOA-SPICE-4440,Sahyadri Agro Traders,4,9,Amit Naik,+91 95629 60082
GOA-KOKUM-4441,Zuari Foods,4,7,Sanjay Pinto,+91 97660 63074
GOA-KOKUM-4442,Zuari Agro Traders,2,7,Amit Pinto,+91 96226 80711
GOA-SNACK-4443,Mandovi Distributors,3,6,Amit Naik,+91 70052 78703
GOA-DAIRY-4444,Mandovi Industries,3,5,Priya Prabhu,+91 94853 48662
GOA-SPICE-4445,South-Goa Agro Traders,4,9,Sanjay Naik,+91 72572 81778
GOA-BEV-4446,North-Goa Distributors,2,7,Vikram Fernandes,+91 96442 57608
GOA-BEV-4447,Sahyadri Agro Traders,4,9,Deepa Pinto,+91 89189 27510
GOA-FENI-4448,Mandovi Agro Traders,4,6,Vikram Kulkarni,+91 97200 80781
GOA-BEV-4449,Zuari Logistics,2,6,Vikram Pinto,+91 91715 76775
GOA-OIL-4450,North-Goa Logistics,2,5,Sanjay D'Souza,+91 91120 20350
GOA-OIL-4451,North-Goa Distributors,3,6,Sunil Pinto,+91 74747 29828
GOA-MANGO-4452,Sahyadri Industries,2,7,Deepa Sawant,+91 73741 41062
GOA-MANGO-4453,Coastal Agro Traders,4,9,Maria Fernandes,+91 98954 82567
GOA-CASHEW-4454,Coastal Agro Traders,3,7,Vikram Sawant,+91 86364 86690
GOA-SNACK-4455,North-Goa Foods,2,7,Rahul Fernandes,+91 93069 24171
GOA-OIL-4456,Mandovi Industries,3,6,Vikram Gomes,+91 93304 57252
GOA-FENI-4457,Mandovi Foods,4,7,Amit Prabhu,+91 75828 93048
GOA-GRAIN-4458,North-Goa Foods,2,6,Deepa Gomes,+91 85227 70072
GOA-SPICE-4459,Coastal Agro Traders,4,8,Sunil Gomes,+91 97542 74848
GOA-SPICE-4460,Sahyadri Logistics,4,7,Amit Kulkarni,+91 90856 88949
GOA-GRAIN-4461,Mandovi Foods,4,9,Ricardo Kulkarni,+91 83095 59567
GOA-CASHEW-4462,North-Goa Industries,3,7,Rahul Sawant,+91 92020 70354
GOA-OIL-4463,Mandovi Foods,4,8,Maria Kulkarni,+91 80159 49802
GOA-DAIRY-4464,Sahyadri Agro Traders,2,4,Maria D'Souza,+91 89299 19729
GOA-DAIRY-4465,South-Goa Industries,2,5,Vikram D'Souza,+91 97410 66352
GOA-OIL-4466,Zuari Logistics,2,4,Maria Kulkarni,+91 75497 28845
GOA-DAIRY-4467,Coastal Agro Traders,4,9,Ricardo Sawant,+91 99545 63529
GOA-DAIRY-4468,North-Goa Agro Traders,4,9,Maria Pinto,+91 90681 80297
GOA-KOKUM-4469,Coastal Logistics,3,7,Maria Gomes,+91 85545 28628
GOA-KOKUM-4470,Sahyadri Agro Traders,4,9,Sanjay Pinto,+91 75251 51813
GOA-GRAIN-4471,Coastal Distributors,2,5,Amit Fernandes,+91 76508 41436
GOA-BEV-4472,South-Goa Distributors,3,5,Deepa Naik,+91 95254 99648
GOA-GRAIN-4473,Mandovi Foods,3,8,Ricardo Naik,+91 73155 36289
GOA-OIL-4474,Sahyadri Logistics,3,7,Sunil Kulkarni,+91 93916 15037
GOA-GRAIN-4475,North-Goa Logistics,2,6,Sanjay Kulkarni,+91 84503 82814
GOA-OIL-4476,South-Goa Foods,2,7,Rahul Pinto,+91 77406 56573
GOA-CASHEW-4477,South-Goa Industries,3,8,Deepa Naik,+91 72599 87374
GOA-SPICE-4478,Coastal Agro Traders,4,6,Amit Prabhu,+91 92928 53554
GOA-GRAIN-4479,Coastal Logistics,4,6,Amit Prabhu,+91 87036 53555
GOA-OIL-4480,South-Goa Foods,2,4,Vikram Prabhu,+91 81315 86079
GOA-GRAIN-4481,Mandovi Distributors,4,9,Maria Gomes,+91 80679 36383
GOA-GRAIN-4482,Sahyadri Foods,2,4,Deepa Naik,+91 82222 22289
GOA-BEV-4483,Mandovi Logistics,3,7,Amit Pinto,+91 95699 19321
GOA-KOKUM-4484,North-Goa Agro Traders,3,7,Sanjay Gomes,+91 74940 29636
GOA-OIL-4485,South-Goa Distributors,2,5,Priya Prabhu,+91 98737 10819
GOA-KOKUM-4486,Coastal Agro Traders,2,5,Maria Fernandes,+91 79028 27755
GOA-CASHEW-4487,North-Goa Logistics,4,9,Anjali Naik,+91 83009 39077
GOA-BEV-4488,Mandovi Industries,3,7,Priya Gomes,+91 89129 30881
GOA-MANGO-4489,North-Goa Industries,3,8,Sanjay Fernandes,+91 83702 63485
GOA-SNACK-4490,Zuari Industries,4,8,Rahul Sawant,+91 90748 57450
GOA-BEV-4491,Mandovi Agro Traders,3,5,Deepa Pinto,+91 80955 50350
GOA-MANGO-4492,Zuari Logistics,2,6,Deepa Kulkarni,+91 93105 63396
GOA-SNACK-4493,Zuari Distributors,3,6,Priya Pinto,+91 88455 97822
GOA-GRAIN-4494,Coastal Distributors,2,4,Ricardo Kulkarni,+91 71744 60758
GOA-SNACK-4495,South-Goa Logistics,2,4,Vikram Fernandes,+91 91368 36576
GOA-CASHEW-4496,South-Goa Agro Traders,2,4,Deepa Sawant,+91 87115 96432
GOA-DAIRY-4497,Zuari Logistics,4,8,Anjali Sawant,+91 86849 54484
GOA-KOKUM-4498,North-Goa Agro Traders,3,8,Priya Fernandes,+91 99944 91966
GOA-DAIRY-4499,Mandovi Foods,3,7,Deepa Kulkarni,+91 93513 34227
GOA-DAIRY-4500,Zuari Logistics,3,6,Sanjay Fernandes,+91 77224 77253
GOA-DAIRY-4501,North-Goa Industries,3,8,Deepa Prabhu,+91 85595 16780
GOA-FENI-4502,Coastal Foods,2,7,Rahul Gomes,+91 85227 83964
GOA-FENI-4503,North-Goa Industries,4,8,Sunil Naik,+91 97169 35734
GOA-OIL-4504,South-Goa Agro Traders,2,4,Anjali Sawant,+91 86535 26576
GOA-GRAIN-4505,Sahyadri Agro Traders,3,5,Maria Naik,+91 76015 50001
GOA-GRAIN-4506,Sahyadri Foods,4,6,Sanjay D'Souza,+91 94694 79417
GOA-OIL-4507,Mandovi Industries,3,5,Sunil Sawant,+91 96993 19652
GOA-BEV-4508,North-Goa Agro Traders,3,8,Vikram Fernandes,+91 95547 67981
GOA-DAIRY-4509,Mandovi Industries,2,5,Anjali Kulkarni,+91 79984 87466
GOA-SPICE-4510,Coastal Industries,4,6,Maria Sawant,+91 89340 31432
GOA-BEV-4511,Sahyadri Industries,4,8,Deepa Sawant,+91 82272 43158
GOA-SNACK-4512,Zuari Agro Traders,4,7,Maria Sawant,+91 83794 35786
GOA-OIL-4513,Coastal Foods,3,7,Deepa Naik,+91 71283 18463
GOA-MANGO-4514,Sahyadri Foods,3,5,Vikram Fernandes,+91 87212 79747
GOA-CASHEW-4515,North-Goa Industries,2,5,Amit Gomes,+91 78719 19460
GOA-KOKUM-4516,Mandovi Distributors,4,6,Maria Pinto,+91 76747 33959
GOA-MANGO-4517,North-Goa Agro Traders,2,5,Deepa Kulkarni,+91 83767 22222
GOA-OIL-4518,Zuari Industries,3,5,Amit Kulkarni,+91 99750 83377
GOA-OIL-4519,North-Goa Foods,3,6,Rahul Pinto,+91 99552 38885
GOA-SPICE-4520,Zuari Foods,4,8,Deepa Naik,+91 92998 57753
GOA-FENI-4521,Coastal Agro Traders,3,8,Amit Naik,+91 76332 58680
GOA-MANGO-4522,Zuari Distributors,2,7,Sunil Fernandes,+91 73857 22173
GOA-KOKUM-4523,North-Goa Foods,4,9,Amit D'Souza,+91 70957 18746
GOA-BEV-4524,Coastal Industries,2,7,Sunil Naik,+91 75300 70429
GOA-CASHEW-4525,South-Goa Agro Traders,3,7,Rahul Gomes,+91 95227 98665
GOA-DAIRY-4526,Coastal Foods,2,7,Anjali Fernandes,+91 75492 88150
GOA-KOKUM-4527,Zuari Distributors,4,6,Vikram Sawant,+91 76139 24910
GOA-KOKUM-4528,Sahyadri Foods,2,6,Ricardo Naik,+91 94060 92161
GOA-DAIRY-4529,South-Goa Agro Traders,2,4,Maria Naik,+91 71254 62367
GOA-SPICE-4530,Sahyadri Logistics,2,4,Ricardo Kulkarni,+91 95974 60141
GOA-SPICE-4531,Coastal Foods,2,6,Deepa Kulkarni,+91 84885 41743
GOA-KOKUM-4532,North-Goa Foods,2,7,Sanjay Kulkarni,+91 75232 35632
GOA-FENI-4533,North-Goa Logistics,3,5,Priya Pinto,+91 90228 81373
GOA-DAIRY-4534,Zuari Foods,4,8,Amit Sawant,+91 71253 88093
GOA-SNACK-4535,Mandovi Distributors,2,5,Anjali Naik,+91 85974 31775
GOA-BEV-4536,Coastal Industries,4,7,Amit Pinto,+91 95581 85777
GOA-FENI-4537,Mandovi Logistics,3,6,Deepa Kulkarni,+91 73864 23495
GOA-MANGO-4538,Sahyadri Foods,2,5,Deepa D'Souza,+91 73740 24959
GOA-MANGO-4539,South-Goa Foods,2,4,Sunil D'Souza,+91 78624 95367
GOA-KOKUM-4540,Zuari Foods,4,7,Vikram Sawant,+91 76680 93432
GOA-SNACK-4541,North-Goa Distributors,2,4,Maria Gomes,+91 82282 51595
GOA-DAIRY-4542,Zuari Distributors,4,8,Sanjay Naik,+91 80480 49124
GOA-MANGO-4543,Coastal Logistics,3,6,Ricardo Prabhu,+91 84113 25710
GOA-CASHEW-4544,Coastal Agro Traders,4,8,Anjali Gomes,+91 99188 20804
GOA-CASHEW-4545,North-Goa Industries,3,6,Sanjay Naik,+91 85044 47206
GOA-BEV-4546,South-Goa Foods,3,8,Sunil Pinto,+91 76759 24752
GOA-BEV-4547,Zuari Logistics,2,6,Sanjay Gomes,+91 89704 28725
GOA-MANGO-4548,North-Goa Logistics,2,5,Sunil D'Souza,+91 85041 30785
GOA-OIL-4549,Mandovi Logistics,3,7,Sunil D'Souza,+91 70385 85438
GOA-DAIRY-4550,South-Goa Distributors,3,8,Vikram Kulkarni,+91 84774 56666
GOA-MANGO-4551,Sahyadri Foods,3,7,Rahul D'Souza,+91 97531 32197
GOA-CASHEW-4552,Mandovi Logistics,3,5,Priya D'Souza,+91 70850 85872
GOA-MANGO-4553,South-Goa Industries,3,5,Ricardo Fernandes,+91 72525 30758
GOA-GRAIN-4554,North-Goa Logistics,2,4,Amit Kulkarni,+91 73136 90316
GOA-SNACK-4555,North-Goa Distributors,2,4,Amit Pinto,+91 73239 17322
GOA-DAIRY-4556,South-Goa Foods,2,6,Sanjay Gomes,+91 70028 93677
GOA-FENI-4557,Mandovi Distributors,2,6,Sanjay Gomes,+91 71854 31582
GOA-SPICE-4558,Zuari Industries,2,4,Priya Prabhu,+91 82177 39081
GOA-SPICE-4559,Zuari Distributors,4,7,Amit Prabhu,+91 72832 21132
GOA-SNACK-4560,South-Goa Distributors,3,5,Amit Kulkarni,+91 92001 46248
GOA-BEV-4561,Mandovi Distributors,2,6,Deepa Kulkarni,+91 92848 54703
GOA-GRAIN-4562,Mandovi Industries,3,5,Maria Gomes,+91 87208 25551
GOA-BEV-4563,Mandovi Distributors,4,7,Vikram Fernandes,+91 71635 89514
GOA-KOKUM-4564,North-Goa Agro Traders,4,7,Priya Fernandes,+91 85133 20096
GOA-OIL-4565,Mandovi Foods,4,6,Amit Prabhu,+91 84659 46030
GOA-SPICE-4566,Zuari Logistics,2,5,Rahul Sawant,+91 78736 11586
GOA-DAIRY-4567,Coastal Industries,3,8,Anjali Gomes,+91 89012 29511
GOA-FENI-4568,Zuari Distributors,3,8,Rahul Sawant,+91 72145 84408
GOA-KOKUM-4569,Coastal Industries,4,7,Anjali Prabhu,+91 76829 28697
GOA-SNACK-4570,South-Goa Foods,3,6,Sunil Fernandes,+91 97095 82874
GOA-BEV-4571,Zuari Foods,3,8,Maria Naik,+91 99253 42667
GOA-BEV-4572,North-Goa Industries,4,7,Ricardo Sawant,+91 92597 95794
GOA-FENI-4573,North-Goa Logistics,3,8,Sanjay D'Souza,+91 83593 72121
GOA-MANGO-4574,South-Goa Distributors,2,5,Sunil Gomes,+91 92268 17593
GOA-SNACK-4575,Mandovi Foods,2,7,Sunil Sawant,+91 74140 95944
GOA-FENI-4576,North-Goa Distributors,4,7,Vikram Kulkarni,+91 84562 73312
GOA-MANGO-4577,Coastal Industries,4,7,Maria D'Souza,+91 79003 79738
GOA-FENI-4578,North-Goa Industries,3,7,Priya Naik,+91 73458 13279
GOA-SNACK-4579,Sahyadri Logistics,2,6,Rahul Fernandes,+91 85321 25023
GOA-BEV-4580,Sahyadri Logistics,4,6,Vikram Prabhu,+91 84137 42888
GOA-DAIRY-4581,Zuari Foods,3,7,Vikram Pinto,+91 73047 33322
GOA-BEV-4582,South-Goa Distributors,4,7,Rahul Naik,+91 86098 35179
GOA-KOKUM-4583,Sahyadri Distributors,4,8,Vikram Fernandes,+91 90508 87261
GOA-KOKUM-4584,South-Goa Logistics,3,6,Anjali Prabhu,+91 92803 84817
GOA-MANGO-4585,Mandovi Distributors,3,6,Deepa Sawant,+91 74841 66977
GOA-DAIRY-4586,North-Goa Agro Traders,2,5,Sanjay D'Souza,+91 82530 78351
GOA-MANGO-4587,Mandovi Industries,3,7,Ricardo Sawant,+91 95888 74531
GOA-MANGO-4588,Mandovi Distributors,4,8,Vikram Naik,+91 99680 83653
GOA-SPICE-4589,South-Goa Industries,2,4,Amit Fernandes,+91 86769 14983
GOA-BEV-4590,North-Goa Industries,3,8,Priya Pinto,+91 89428 66808
GOA-OIL-4591,South-Goa Distributors,4,6,Rahul Fernandes,+91 75569 75092
GOA-GRAIN-4592,Mandovi Industries,4,7,Deepa Prabhu,+91 90574 70833
GOA-SNACK-4593,North-Goa Agro Traders,4,8,Deepa Sawant,+91 75201 47660
GOA-SNACK-4594,North-Goa Logistics,3,8,Amit Kulkarni,+91 88997 65374
GOA-SNACK-4595,South-Goa Logistics,4,9,Anjali Gomes,+91 73702 53583
GOA-KOKUM-4596,Mandovi Logistics,4,6,Priya Fernandes,+91 90003 11071
GOA-OIL-4597,Sahyadri Foods,3,6,Priya Fernandes,+91 77976 85741
GOA-MANGO-4598,Mandovi Industries,2,7,Maria Sawant,+91 99857 87228
GOA-FENI-4599,North-Goa Industries,2,5,Priya Pinto,+91 86510 37270
GOA-GRAIN-4600,Sahyadri Distributors,4,9,Deepa Gomes,+91 94190 68392
GOA-BEV-4601,Zuari Foods,2,4,Anjali Prabhu,+91 97911 86240
GOA-SPICE-4602,South-Goa Foods,3,8,Priya Kulkarni,+91 87275 43579
GOA-BEV-4603,Sahyadri Logistics,2,5,Priya D'Souza,+91 93769 20773
GOA-SNACK-4604,South-Goa Logistics,3,6,Sunil Prabhu,+91 76753 24673
GOA-GRAIN-4605,Coastal Logistics,3,8,Maria Sawant,+91 94915 97307
GOA-SPICE-4606,North-Goa Distributors,4,8,Maria Naik,+91 91106 50183
GOA-FENI-4607,South-Goa Agro Traders,2,7,Rahul Pinto,+91 96009 39765
GOA-SPICE-4608,North-Goa Logistics,3,8,Vikram Sawant,+91 76561 51091
GOA-MANGO-4609,Zuari Logistics,3,8,Ricardo Pinto,+91 96885 35497
GOA-OIL-4610,Zuari Industries,4,8,Maria Pinto,+91 96735 89873
GOA-SNACK-4611,South-Goa Agro Traders,4,9,Anjali Prabhu,+91 86665 42004
GOA-CASHEW-4612,North-Goa Logistics,2,7,Vikram D'Souza,+91 74614 77021
GOA-MANGO-4613,Mandovi Industries,3,7,Sanjay Gomes,+91 87276 89892
GOA-SNACK-4614,Coastal Logistics,4,6,Sunil Fernandes,+91 79159 55577
GOA-CASHEW-4615,South-Goa Foods,2,7,Sunil Gomes,+91 84673 88003
GOA-FENI-4616,Zuari Logistics,4,6,Rahul Fernandes,+91 94066 53216
